"paID","ecoID","hri_5","hri_10","hri_15","hri_20","hri_25","hri_30","hri_35","hri_40","hri_45","hri_50","hri_55","hri_60","hri_65","hri_70","hri_75","hri_80","hri_85","hri_90","hri_95","hri_100"
55557686,50402,120.36917562724,94.2365591397849,77.9928315412186,65.5412186379928,55.8494623655914,48.0071684587814,41.4014336917563,35.8924731182796,31.0716845878136,26.8136200716846,22.9354838709677,19.15770609319,15.8279569892473,13.0430107526882,10.4301075268817,8.16129032258065,6.08602150537634,4.16487455197133,2.31541218637993,0
9632,50403,1.49852796859666,1.19332679097154,0.984298331697743,0.810598626104024,0.68351324828263,0.577526987242394,0.488223748773307,0.420019627085378,0.350343473994112,0.295878312070658,0.253680078508342,0.21099116781158,0.173699705593719,0.139842983316977,0.106967615309127,0.0775269872423945,0.0564278704612365,0.0323846908734053,0.0127576054955839,0
55557610,50403,8.28792987188132,6.45987862440998,5.44167228590695,4.67768037761295,4.12339851652057,3.67970330411328,3.30276466621713,2.94875252865813,2.65879973027647,2.3614295347269,2.08833445718139,1.82265677680378,1.57248819959541,1.36008091706001,1.10654079568442,0.892110586648685,0.677680377612947,0.469993256911666,0.236008091706001,0
369223,50403,1.56171648987464,1.21359691417551,1.0106075216972,0.852459016393443,0.710703953712633,0.597878495660559,0.50771456123433,0.428158148505304,0.368370298939248,0.310028929604629,0.259402121504339,0.213114754098361,0.17357762777242,0.139826422372228,0.108968177434908,0.0814850530376085,0.0568948891031823,0.0342333654773385,0.0144648023143684,0
55557695,50403,98.0509554140127,77.5987261146497,64.9235668789809,55.6305732484076,48.4267515923567,42.7197452229299,37.7197452229299,33.6687898089172,30.1783439490446,27.0955414012739,24.2866242038217,21.5095541401274,18.9808917197452,16.5031847133758,14.2929936305732,12.0700636942675,9.5859872611465,7.21019108280255,4.19745222929936,0
55557687,50403,45.6927710843374,33.6987951807229,26.7530120481928,22.0753012048193,18.2981927710843,15.4277108433735,12.933734939759,10.960843373494,9.25602409638554,7.7289156626506,6.40963855421687,5.20180722891566,4.22289156626506,3.34638554216867,2.50602409638554,1.94578313253012,1.37048192771084,0.810240963855422,0.358433734939759,0
989,50403,14.6876355748373,10.7353579175705,8.47939262472885,6.97396963123644,5.75921908893709,4.82863340563991,4.08459869848156,3.45336225596529,2.941431670282,2.55531453362256,2.1409978308026,1.78524945770065,1.47722342733189,1.19305856832972,0.945770065075922,0.72234273318872,0.542299349240781,0.349240780911063,0.177874186550976,0
44441041,50404,44.2251655629139,34.9867549668874,29.4503311258278,25.7284768211921,22.9271523178808,20.7748344370861,18.9337748344371,17.3443708609272,15.887417218543,14.4503311258278,13.0132450331126,11.8344370860927,10.6423841059603,9.5364238410596,8.33774834437086,7.20529801324503,6.01324503311258,4.58278145695364,2.7682119205298,0
373008,50404,306.721611721612,230.717948717949,187.74358974359,157.981684981685,135.069597069597,116.78021978022,100.769230769231,86.8278388278388,75.2344322344322,64.8681318681319,55.5714285714286,47.2527472527473,39.6703296703297,32.5311355311355,26.1831501831502,20.6043956043956,15.4322344322344,10.4505494505495,5.43956043956044,0
372858,50404,42.3461538461538,33.2423076923077,27.8846153846154,24.1692307692308,21.2269230769231,18.8961538461538,16.8576923076923,14.9884615384615,13.5923076923077,12.2769230769231,11.0115384615385,9.90384615384615,8.77307692307692,7.60384615384615,6.56923076923077,5.49230769230769,4.39615384615385,3.13461538461538,1.89230769230769,0
371415,50404,40.4086538461538,30.2451923076923,24.8269230769231,21.25,18.625,16.4519230769231,14.6682692307692,13.0625,11.6057692307692,10.25,9.04807692307692,8.00480769230769,7.00961538461539,6.06730769230769,5.03365384615385,4.02403846153846,3.22596153846154,2.1875,1.1875,0
370764,50404,24.9816513761468,19.8165137614679,16.9357798165138,14.9908256880734,13.2201834862385,11.9816513761468,10.9633027522936,9.73394495412844,8.57798165137615,7.62385321100917,6.70642201834862,5.90825688073395,5.21100917431193,4.47706422018349,3.8256880733945,3.11009174311927,2.3302752293578,1.63302752293578,1.12844036697248,0
44445314,50404,52.6204238921002,38.26204238921,30.1252408477842,24.495183044316,20.3506743737958,17.0558766859345,14.4335260115607,12.1946050096339,10.1734104046243,8.46820809248555,7.04046242774566,5.67244701348748,4.52408477842004,3.53949903660886,2.68015414258189,1.90366088631985,1.2485549132948,0.737957610789981,0.304431599229287,0
13804,50404,58.6967213114754,43.4672131147541,34.4508196721311,28.3688524590164,24.0737704918033,20.5819672131148,17.6147540983607,15.0819672131148,13.155737704918,11.1803278688525,9.41803278688525,8.0327868852459,6.70491803278689,5.61475409836066,4.5983606557377,3.66393442622951,2.86885245901639,1.85245901639344,1.01639344262295,0
44441632,50404,27.3581081081081,21.6486486486486,18.6891891891892,16.4594594594595,14.7162162162162,13.2905405405405,11.972972972973,10.9324324324324,9.9527027027027,9.14864864864865,8.39189189189189,7.7027027027027,6.84459459459459,6.06756756756757,5.4527027027027,4.69594594594595,3.83108108108108,2.89864864864865,1.92567567567568,0
2577,50404,40.4086538461538,30.2451923076923,24.8269230769231,21.25,18.625,16.4519230769231,14.6682692307692,13.0625,11.6057692307692,10.25,9.04807692307692,8.00480769230769,7.00961538461539,6.06730769230769,5.03365384615385,4.02403846153846,3.22596153846154,2.1875,1.1875,0
370533,50404,69.5527950310559,54.6293995859213,46.0714285714286,39.9399585921325,35.2505175983437,31.3747412008282,28.0983436853002,25.3271221532091,22.9306418219462,20.6190476190476,18.5403726708075,16.6821946169772,14.8747412008282,13.1304347826087,11.3561076604555,9.67494824016563,7.94824016563147,6.17080745341615,4.19875776397516,0
370680,50404,948.442857142857,752.835714285714,623.05,523.507142857143,443.914285714286,378.4,323.407142857143,276.421428571429,237.878571428571,204.25,174.85,148.414285714286,124.792857142857,102.907142857143,83.4785714285714,65.4214285714286,47.9785714285714,31.4142857142857,15.6785714285714,0
4444377,50404,11.9504021447721,9.86193029490617,8.63806970509383,7.80563002680965,7.07506702412869,6.4544235924933,5.88605898123324,5.44235924932976,5.01474530831099,4.58176943699732,4.20509383378016,3.79490616621984,3.36729222520107,3.01474530831099,2.64611260053619,2.25603217158177,1.82573726541555,1.35656836461126,0.873994638069705,0
